prompt_idx,token_pos,token_text,delta_000_to_001,delta_001_to_002,delta_002_to_003,delta_003_to_004,delta_004_to_005,delta_005_to_006,delta_006_to_007,delta_007_to_008,delta_008_to_009,delta_009_to_010,delta_010_to_011,delta_011_to_012,delta_012_to_013,delta_013_to_014,delta_014_to_015,delta_015_to_016,delta_016_to_017,delta_017_to_018,delta_018_to_019,delta_019_to_020,delta_020_to_021,delta_021_to_022,delta_022_to_023,delta_023_to_024,delta_024_to_025,delta_025_to_026,delta_026_to_027,delta_027_to_028
4,0,Important,46.41963195800781,1856.61865234375,3039.643798828125,38.13253402709961,109.90184783935547,45.87438201904297,27.62792205810547,41.9529914855957,40.25847625732422,27.43103790283203,27.285846710205078,25.65658187866211,21.581153869628906,28.880373001098633,19.004884719848633,14.335592269897461,21.578311920166016,22.714378356933594,18.820144653320312,17.475990295410156,32.99534225463867,34.39147186279297,40.5395393371582,62.02833557128906,136.50802612304688,432.3017272949219,2487.0517578125,2333.34033203125
4,1,:,38.50072479248047,21.671682357788086,32.700016021728516,28.83028221130371,41.00333023071289,26.508649826049805,30.348764419555664,29.451417922973633,26.786155700683594,30.905092239379883,30.1024169921875,32.27233123779297,27.480926513671875,28.33409309387207,37.15602493286133,24.90451431274414,24.10624885559082,25.583541870117188,34.31205749511719,52.645023345947266,55.261444091796875,80.51356506347656,64.53229522705078,100.36209869384766,94.90270233154297,97.78959655761719,150.60858154296875,495.9156799316406
4,2, only,38.09953689575195,20.376426696777344,25.19908332824707,22.8145751953125,32.22455978393555,23.71944236755371,25.637184143066406,29.37886619567871,26.530771255493164,27.2569580078125,26.24901580810547,32.31881332397461,29.789764404296875,32.13899612426758,29.689128875732422,27.734310150146484,24.278512954711914,34.82841110229492,41.2000846862793,60.18074035644531,44.78940200805664,88.1913833618164,67.55406951904297,85.16790008544922,91.10829162597656,84.90243530273438,137.88519287109375,506.95330810546875
4,3, reply,35.423072814941406,26.72931480407715,26.71792984008789,26.194683074951172,38.09266662597656,26.778066635131836,32.86296463012695,33.15428924560547,30.12721824645996,31.576417922973633,30.467533111572266,32.60664367675781,28.219240188598633,33.524993896484375,32.84479904174805,36.205753326416016,33.393741607666016,44.69198226928711,50.04920959472656,56.7678108215332,54.50383758544922,86.6570053100586,74.42865753173828,94.90946197509766,112.40967559814453,100.97796630859375,143.271240234375,424.9921569824219
4,4, with,29.436264038085938,17.490867614746094,22.767292022705078,25.672801971435547,42.822391510009766,27.249202728271484,36.48540115356445,41.47681427001953,40.07377243041992,40.97309875488281,43.24138259887695,40.984275817871094,35.4451789855957,37.64792251586914,37.02590560913086,39.85164260864258,34.916770935058594,39.651519775390625,50.38791275024414,56.65828323364258,64.0107421875,93.29692840576172,80.83557891845703,89.90189361572266,105.61307525634766,100.8237533569336,147.0139617919922,384.1278381347656
4,5, a,31.819538116455078,17.00304412841797,20.859821319580078,27.651304244995117,32.87003707885742,28.12779426574707,29.934968948364258,28.50250244140625,25.79523468017578,28.47439956665039,27.787731170654297,42.88235092163086,34.81391525268555,33.574642181396484,29.108739852905273,33.819725036621094,29.217008590698242,33.213897705078125,43.49228286743164,60.265647888183594,62.56687927246094,85.32386016845703,93.90565490722656,103.17375946044922,131.47544860839844,118.26165771484375,179.62791442871094,377.0025329589844
4,6, single,29.05747413635254,17.296932220458984,19.576589584350586,20.18010902404785,35.58657455444336,29.99101448059082,31.049415588378906,31.803794860839844,27.729944229125977,32.126380920410156,28.19952964782715,39.173805236816406,33.63951110839844,34.06059265136719,29.039491653442383,39.04431915283203,35.531681060791016,33.12845230102539,43.366397857666016,62.612342834472656,61.31378936767578,88.50423431396484,87.86841583251953,86.86540222167969,118.2677230834961,116.381103515625,199.7738800048828,399.6204528808594
4,7, token,31.444448471069336,16.883642196655273,20.184188842773438,25.53489112854004,43.769142150878906,27.51570701599121,31.80716323852539,36.36525344848633,41.41582107543945,40.02165603637695,36.10878372192383,39.927913665771484,35.64789581298828,40.375396728515625,36.575557708740234,35.386451721191406,34.203163146972656,36.60247039794922,41.2176399230957,61.23335266113281,59.52688217163086,79.78428649902344,73.03424835205078,87.91000366210938,120.93449401855469,114.87002563476562,159.68812561035156,351.64776611328125
4,8,".
",28.676767349243164,15.311361312866211,20.398977279663086,21.877792358398438,25.382598876953125,24.427885055541992,24.022661209106445,24.156099319458008,27.12501335144043,29.750667572021484,37.1361083984375,36.11826705932617,29.03536605834961,42.63507843017578,34.48065948486328,34.03487014770508,32.467857360839844,34.85573196411133,44.526668548583984,57.25009536743164,67.08898162841797,94.4615478515625,80.74244689941406,96.7627944946289,120.81771087646484,124.9566421508789,162.73391723632812,379.4992980957031
4,9,The,23.923696517944336,14.604933738708496,17.016633987426758,18.501848220825195,26.74603271484375,22.951465606689453,28.013410568237305,26.397157669067383,27.390844345092773,31.79133415222168,31.923748016357422,31.79520606994629,27.80575942993164,41.222267150878906,31.083589553833008,29.264345169067383,26.387449264526367,27.741008758544922,34.39370346069336,55.34306335449219,47.95695114135742,83.89005279541016,69.41756439208984,85.76949310302734,87.5624008178711,79.74688720703125,134.63632202148438,503.03228759765625
4,10, color,37.537017822265625,15.623603820800781,16.911611557006836,25.065113067626953,37.80802917480469,29.671045303344727,29.85700035095215,29.354164123535156,26.76643180847168,28.632688522338867,24.30185890197754,31.311357498168945,24.332416534423828,33.384952545166016,26.031600952148438,26.969026565551758,23.032712936401367,28.790916442871094,36.525856018066406,56.201969146728516,41.261810302734375,81.39201354980469,66.47135925292969,124.58556365966797,120.18138885498047,88.7829818725586,145.664794921875,474.80364990234375
4,11, of,25.662494659423828,15.102710723876953,18.815845489501953,29.869482040405273,35.97557067871094,28.572879791259766,35.525020599365234,36.94172668457031,36.67110061645508,35.01453399658203,35.892364501953125,35.22797393798828,29.757442474365234,37.82342529296875,29.62996482849121,28.557315826416016,25.553159713745117,28.68325424194336,44.15876007080078,50.80105209350586,53.53066635131836,87.45318603515625,68.77134704589844,94.96340942382812,109.98332214355469,96.86421966552734,146.48495483398438,496.630615234375
4,12, coal,37.21363830566406,20.05388069152832,55.90059280395508,28.502098083496094,44.50966262817383,35.25942611694336,27.875774383544922,28.40834617614746,24.73399543762207,29.36494255065918,25.508867263793945,29.520652770996094,27.867307662963867,32.902217864990234,32.32764434814453,24.548473358154297,22.122703552246094,26.278743743896484,34.64955520629883,47.141048431396484,34.770843505859375,66.71058654785156,70.51350402832031,94.16634368896484,114.29366302490234,82.3856430053711,116.0213851928711,444.6989440917969
4,13, is,27.971878051757812,15.318683624267578,20.726648330688477,26.499832153320312,32.50239562988281,25.168838500976562,28.98931884765625,30.847309112548828,31.901952743530273,40.428672790527344,37.807735443115234,30.844526290893555,28.590925216674805,35.03806686401367,33.79117965698242,31.914161682128906,29.542137145996094,31.69896125793457,40.75865936279297,41.167755126953125,53.48258972167969,91.62413024902344,70.57849884033203,114.05403900146484,117.58837890625,102.81961059570312,149.4510955810547,478.723388671875
5,0,Important,46.41963195800781,1856.61865234375,3039.643798828125,38.13253402709961,109.90184783935547,45.87438201904297,27.62792205810547,41.9529914855957,40.25847625732422,27.43103790283203,27.285846710205078,25.65658187866211,21.581153869628906,28.880373001098633,19.004884719848633,14.335592269897461,21.578311920166016,22.714378356933594,18.820144653320312,17.475990295410156,32.99534225463867,34.39147186279297,40.5395393371582,62.02833557128906,136.50802612304688,432.3017272949219,2487.0517578125,2333.34033203125
5,1,:,38.50072479248047,21.671682357788086,32.700016021728516,28.83028221130371,41.00333023071289,26.508649826049805,30.348764419555664,29.451417922973633,26.786155700683594,30.905092239379883,30.1024169921875,32.27233123779297,27.480926513671875,28.33409309387207,37.15602493286133,24.90451431274414,24.10624885559082,25.583541870117188,34.31205749511719,52.645023345947266,55.261444091796875,80.51356506347656,64.53229522705078,100.36209869384766,94.90270233154297,97.78959655761719,150.60858154296875,495.9156799316406
5,2, only,38.09953689575195,20.376426696777344,25.19908332824707,22.8145751953125,32.22455978393555,23.71944236755371,25.637184143066406,29.37886619567871,26.530771255493164,27.2569580078125,26.24901580810547,32.31881332397461,29.789764404296875,32.13899612426758,29.689128875732422,27.734310150146484,24.278512954711914,34.82841110229492,41.2000846862793,60.18074035644531,44.78940200805664,88.1913833618164,67.55406951904297,85.16790008544922,91.10829162597656,84.90243530273438,137.88519287109375,506.95330810546875
5,3, reply,35.423072814941406,26.72931480407715,26.71792984008789,26.194683074951172,38.09266662597656,26.778066635131836,32.86296463012695,33.15428924560547,30.12721824645996,31.576417922973633,30.467533111572266,32.60664367675781,28.219240188598633,33.524993896484375,32.84479904174805,36.205753326416016,33.393741607666016,44.69198226928711,50.04920959472656,56.7678108215332,54.50383758544922,86.6570053100586,74.42865753173828,94.90946197509766,112.40967559814453,100.97796630859375,143.271240234375,424.9921569824219
5,4, with,29.436264038085938,17.490867614746094,22.767292022705078,25.672801971435547,42.822391510009766,27.249202728271484,36.48540115356445,41.47681427001953,40.07377243041992,40.97309875488281,43.24138259887695,40.984275817871094,35.4451789855957,37.64792251586914,37.02590560913086,39.85164260864258,34.916770935058594,39.651519775390625,50.38791275024414,56.65828323364258,64.0107421875,93.29692840576172,80.83557891845703,89.90189361572266,105.61307525634766,100.8237533569336,147.0139617919922,384.1278381347656
5,5, a,31.819538116455078,17.00304412841797,20.859821319580078,27.651304244995117,32.87003707885742,28.12779426574707,29.934968948364258,28.50250244140625,25.79523468017578,28.47439956665039,27.787731170654297,42.88235092163086,34.81391525268555,33.574642181396484,29.108739852905273,33.819725036621094,29.217008590698242,33.213897705078125,43.49228286743164,60.265647888183594,62.56687927246094,85.32386016845703,93.90565490722656,103.17375946044922,131.47544860839844,118.26165771484375,179.62791442871094,377.0025329589844
5,6, single,29.05747413635254,17.296932220458984,19.576589584350586,20.18010902404785,35.58657455444336,29.99101448059082,31.049415588378906,31.803794860839844,27.729944229125977,32.126380920410156,28.19952964782715,39.173805236816406,33.63951110839844,34.06059265136719,29.039491653442383,39.04431915283203,35.531681060791016,33.12845230102539,43.366397857666016,62.612342834472656,61.31378936767578,88.50423431396484,87.86841583251953,86.86540222167969,118.2677230834961,116.381103515625,199.7738800048828,399.6204528808594
5,7, token,31.444448471069336,16.883642196655273,20.184188842773438,25.53489112854004,43.769142150878906,27.51570701599121,31.80716323852539,36.36525344848633,41.41582107543945,40.02165603637695,36.10878372192383,39.927913665771484,35.64789581298828,40.375396728515625,36.575557708740234,35.386451721191406,34.203163146972656,36.60247039794922,41.2176399230957,61.23335266113281,59.52688217163086,79.78428649902344,73.03424835205078,87.91000366210938,120.93449401855469,114.87002563476562,159.68812561035156,351.64776611328125
5,8,".
",28.676767349243164,15.311361312866211,20.398977279663086,21.877792358398438,25.382598876953125,24.427885055541992,24.022661209106445,24.156099319458008,27.12501335144043,29.750667572021484,37.1361083984375,36.11826705932617,29.03536605834961,42.63507843017578,34.48065948486328,34.03487014770508,32.467857360839844,34.85573196411133,44.526668548583984,57.25009536743164,67.08898162841797,94.4615478515625,80.74244689941406,96.7627944946289,120.81771087646484,124.9566421508789,162.73391723632812,379.4992980957031
5,9,The,23.923696517944336,14.604933738708496,17.016633987426758,18.501848220825195,26.74603271484375,22.951465606689453,28.013410568237305,26.397157669067383,27.390844345092773,31.79133415222168,31.923748016357422,31.79520606994629,27.80575942993164,41.222267150878906,31.083589553833008,29.264345169067383,26.387449264526367,27.741008758544922,34.39370346069336,55.34306335449219,47.95695114135742,83.89005279541016,69.41756439208984,85.76949310302734,87.5624008178711,79.74688720703125,134.63632202148438,503.03228759765625
5,10, color,37.537017822265625,15.623603820800781,16.911611557006836,25.065113067626953,37.80802917480469,29.671045303344727,29.85700035095215,29.354164123535156,26.76643180847168,28.632688522338867,24.30185890197754,31.311357498168945,24.332416534423828,33.384952545166016,26.031600952148438,26.969026565551758,23.032712936401367,28.790916442871094,36.525856018066406,56.201969146728516,41.261810302734375,81.39201354980469,66.47135925292969,124.58556365966797,120.18138885498047,88.7829818725586,145.664794921875,474.80364990234375
5,11, of,25.662494659423828,15.102710723876953,18.815845489501953,29.869482040405273,35.97557067871094,28.572879791259766,35.525020599365234,36.94172668457031,36.67110061645508,35.01453399658203,35.892364501953125,35.22797393798828,29.757442474365234,37.82342529296875,29.62996482849121,28.557315826416016,25.553159713745117,28.68325424194336,44.15876007080078,50.80105209350586,53.53066635131836,87.45318603515625,68.77134704589844,94.96340942382812,109.98332214355469,96.86421966552734,146.48495483398438,496.630615234375
5,12, gold,34.408607482910156,18.249101638793945,29.589426040649414,21.664871215820312,54.224342346191406,37.06509780883789,33.467071533203125,35.760719299316406,30.877164840698242,29.530447006225586,31.79169273376465,32.9931640625,29.17996597290039,38.65741729736328,33.11313247680664,31.89198112487793,27.64386558532715,29.36609649658203,36.24787902832031,48.39860153198242,32.135074615478516,78.97357177734375,91.8088607788086,87.86221313476562,117.75201416015625,92.35967254638672,133.0381622314453,449.53948974609375
5,13, is,28.652584075927734,15.618352890014648,20.295940399169922,26.301414489746094,32.56046676635742,24.279281616210938,28.47592544555664,29.677213668823242,31.093347549438477,35.008113861083984,31.204439163208008,30.93226432800293,30.521343231201172,41.23749923706055,38.29994201660156,32.27855682373047,27.024253845214844,31.800392150878906,40.1150016784668,41.609928131103516,55.47344970703125,90.86739349365234,78.545654296875,110.15335845947266,119.935302734375,102.83476257324219,141.08547973632812,501.6295166015625
6,0,Important,46.41963195800781,1856.61865234375,3039.643798828125,38.13253402709961,109.90184783935547,45.87438201904297,27.62792205810547,41.9529914855957,40.25847625732422,27.43103790283203,27.285846710205078,25.65658187866211,21.581153869628906,28.880373001098633,19.004884719848633,14.335592269897461,21.578311920166016,22.714378356933594,18.820144653320312,17.475990295410156,32.99534225463867,34.39147186279297,40.5395393371582,62.02833557128906,136.50802612304688,432.3017272949219,2487.0517578125,2333.34033203125
6,1,:,38.50072479248047,21.671682357788086,32.700016021728516,28.83028221130371,41.00333023071289,26.508649826049805,30.348764419555664,29.451417922973633,26.786155700683594,30.905092239379883,30.1024169921875,32.27233123779297,27.480926513671875,28.33409309387207,37.15602493286133,24.90451431274414,24.10624885559082,25.583541870117188,34.31205749511719,52.645023345947266,55.261444091796875,80.51356506347656,64.53229522705078,100.36209869384766,94.90270233154297,97.78959655761719,150.60858154296875,495.9156799316406
6,2, only,38.09953689575195,20.376426696777344,25.19908332824707,22.8145751953125,32.22455978393555,23.71944236755371,25.637184143066406,29.37886619567871,26.530771255493164,27.2569580078125,26.24901580810547,32.31881332397461,29.789764404296875,32.13899612426758,29.689128875732422,27.734310150146484,24.278512954711914,34.82841110229492,41.2000846862793,60.18074035644531,44.78940200805664,88.1913833618164,67.55406951904297,85.16790008544922,91.10829162597656,84.90243530273438,137.88519287109375,506.95330810546875
6,3, reply,35.423072814941406,26.72931480407715,26.71792984008789,26.194683074951172,38.09266662597656,26.778066635131836,32.86296463012695,33.15428924560547,30.12721824645996,31.576417922973633,30.467533111572266,32.60664367675781,28.219240188598633,33.524993896484375,32.84479904174805,36.205753326416016,33.393741607666016,44.69198226928711,50.04920959472656,56.7678108215332,54.50383758544922,86.6570053100586,74.42865753173828,94.90946197509766,112.40967559814453,100.97796630859375,143.271240234375,424.9921569824219
6,4, with,29.436264038085938,17.490867614746094,22.767292022705078,25.672801971435547,42.822391510009766,27.249202728271484,36.48540115356445,41.47681427001953,40.07377243041992,40.97309875488281,43.24138259887695,40.984275817871094,35.4451789855957,37.64792251586914,37.02590560913086,39.85164260864258,34.916770935058594,39.651519775390625,50.38791275024414,56.65828323364258,64.0107421875,93.29692840576172,80.83557891845703,89.90189361572266,105.61307525634766,100.8237533569336,147.0139617919922,384.1278381347656
6,5, a,31.819538116455078,17.00304412841797,20.859821319580078,27.651304244995117,32.87003707885742,28.12779426574707,29.934968948364258,28.50250244140625,25.79523468017578,28.47439956665039,27.787731170654297,42.88235092163086,34.81391525268555,33.574642181396484,29.108739852905273,33.819725036621094,29.217008590698242,33.213897705078125,43.49228286743164,60.265647888183594,62.56687927246094,85.32386016845703,93.90565490722656,103.17375946044922,131.47544860839844,118.26165771484375,179.62791442871094,377.0025329589844
6,6, single,29.05747413635254,17.296932220458984,19.576589584350586,20.18010902404785,35.58657455444336,29.99101448059082,31.049415588378906,31.803794860839844,27.729944229125977,32.126380920410156,28.19952964782715,39.173805236816406,33.63951110839844,34.06059265136719,29.039491653442383,39.04431915283203,35.531681060791016,33.12845230102539,43.366397857666016,62.612342834472656,61.31378936767578,88.50423431396484,87.86841583251953,86.86540222167969,118.2677230834961,116.381103515625,199.7738800048828,399.6204528808594
6,7, token,31.444448471069336,16.883642196655273,20.184188842773438,25.53489112854004,43.769142150878906,27.51570701599121,31.80716323852539,36.36525344848633,41.41582107543945,40.02165603637695,36.10878372192383,39.927913665771484,35.64789581298828,40.375396728515625,36.575557708740234,35.386451721191406,34.203163146972656,36.60247039794922,41.2176399230957,61.23335266113281,59.52688217163086,79.78428649902344,73.03424835205078,87.91000366210938,120.93449401855469,114.87002563476562,159.68812561035156,351.64776611328125
6,8,".
",28.676767349243164,15.311361312866211,20.398977279663086,21.877792358398438,25.382598876953125,24.427885055541992,24.022661209106445,24.156099319458008,27.12501335144043,29.750667572021484,37.1361083984375,36.11826705932617,29.03536605834961,42.63507843017578,34.48065948486328,34.03487014770508,32.467857360839844,34.85573196411133,44.526668548583984,57.25009536743164,67.08898162841797,94.4615478515625,80.74244689941406,96.7627944946289,120.81771087646484,124.9566421508789,162.73391723632812,379.4992980957031
6,9,The,23.923696517944336,14.604933738708496,17.016633987426758,18.501848220825195,26.74603271484375,22.951465606689453,28.013410568237305,26.397157669067383,27.390844345092773,31.79133415222168,31.923748016357422,31.79520606994629,27.80575942993164,41.222267150878906,31.083589553833008,29.264345169067383,26.387449264526367,27.741008758544922,34.39370346069336,55.34306335449219,47.95695114135742,83.89005279541016,69.41756439208984,85.76949310302734,87.5624008178711,79.74688720703125,134.63632202148438,503.03228759765625
6,10, color,37.537017822265625,15.623603820800781,16.911611557006836,25.065113067626953,37.80802917480469,29.671045303344727,29.85700035095215,29.354164123535156,26.76643180847168,28.632688522338867,24.30185890197754,31.311357498168945,24.332416534423828,33.384952545166016,26.031600952148438,26.969026565551758,23.032712936401367,28.790916442871094,36.525856018066406,56.201969146728516,41.261810302734375,81.39201354980469,66.47135925292969,124.58556365966797,120.18138885498047,88.7829818725586,145.664794921875,474.80364990234375
6,11, of,25.662494659423828,15.102710723876953,18.815845489501953,29.869482040405273,35.97557067871094,28.572879791259766,35.525020599365234,36.94172668457031,36.67110061645508,35.01453399658203,35.892364501953125,35.22797393798828,29.757442474365234,37.82342529296875,29.62996482849121,28.557315826416016,25.553159713745117,28.68325424194336,44.15876007080078,50.80105209350586,53.53066635131836,87.45318603515625,68.77134704589844,94.96340942382812,109.98332214355469,96.86421966552734,146.48495483398438,496.630615234375
6,12, the,31.735713958740234,15.486251831054688,19.41562843322754,26.74852752685547,39.78778076171875,28.691553115844727,31.152997970581055,32.334774017333984,31.247398376464844,30.710506439208984,34.36648178100586,30.4151554107666,26.116395950317383,35.851566314697266,28.231918334960938,27.48229217529297,21.247608184814453,23.47294044494629,38.28254699707031,48.02153015136719,49.73486328125,76.20115661621094,76.20338439941406,114.12330627441406,95.04414367675781,100.74549102783203,149.79678344726562,504.0079345703125
6,13, sun,33.97074890136719,17.108200073242188,25.944658279418945,21.62157440185547,45.927978515625,29.625173568725586,31.37712860107422,32.8250617980957,26.55739402770996,30.16683006286621,28.497127532958984,28.92804718017578,28.769878387451172,34.57271194458008,31.019153594970703,28.510860443115234,25.40790367126465,28.80734634399414,35.83793258666992,46.77062225341797,39.14581298828125,67.89784240722656,78.39608001708984,97.97526550292969,104.67417907714844,99.76961517333984,140.45968627929688,428.7541198730469
6,14, is,29.07271957397461,16.179548263549805,20.345874786376953,25.50754737854004,36.811119079589844,27.03518295288086,29.74704933166504,30.675195693969727,33.96965026855469,41.10550308227539,35.333797454833984,31.699012756347656,29.610395431518555,45.044891357421875,33.87462615966797,30.97995376586914,25.963768005371094,28.67460060119629,40.15278625488281,41.539024353027344,56.015899658203125,89.43695068359375,71.00993347167969,116.60309600830078,121.85494995117188,110.20105743408203,152.2774200439453,492.9007873535156
7,0,Important,46.41963195800781,1856.61865234375,3039.643798828125,38.13253402709961,109.90184783935547,45.87438201904297,27.62792205810547,41.9529914855957,40.25847625732422,27.43103790283203,27.285846710205078,25.65658187866211,21.581153869628906,28.880373001098633,19.004884719848633,14.335592269897461,21.578311920166016,22.714378356933594,18.820144653320312,17.475990295410156,32.99534225463867,34.39147186279297,40.5395393371582,62.02833557128906,136.50802612304688,432.3017272949219,2487.0517578125,2333.34033203125
7,1,:,38.50072479248047,21.671682357788086,32.700016021728516,28.83028221130371,41.00333023071289,26.508649826049805,30.348764419555664,29.451417922973633,26.786155700683594,30.905092239379883,30.1024169921875,32.27233123779297,27.480926513671875,28.33409309387207,37.15602493286133,24.90451431274414,24.10624885559082,25.583541870117188,34.31205749511719,52.645023345947266,55.261444091796875,80.51356506347656,64.53229522705078,100.36209869384766,94.90270233154297,97.78959655761719,150.60858154296875,495.9156799316406
7,2, only,38.09953689575195,20.376426696777344,25.19908332824707,22.8145751953125,32.22455978393555,23.71944236755371,25.637184143066406,29.37886619567871,26.530771255493164,27.2569580078125,26.24901580810547,32.31881332397461,29.789764404296875,32.13899612426758,29.689128875732422,27.734310150146484,24.278512954711914,34.82841110229492,41.2000846862793,60.18074035644531,44.78940200805664,88.1913833618164,67.55406951904297,85.16790008544922,91.10829162597656,84.90243530273438,137.88519287109375,506.95330810546875
7,3, reply,35.423072814941406,26.72931480407715,26.71792984008789,26.194683074951172,38.09266662597656,26.778066635131836,32.86296463012695,33.15428924560547,30.12721824645996,31.576417922973633,30.467533111572266,32.60664367675781,28.219240188598633,33.524993896484375,32.84479904174805,36.205753326416016,33.393741607666016,44.69198226928711,50.04920959472656,56.7678108215332,54.50383758544922,86.6570053100586,74.42865753173828,94.90946197509766,112.40967559814453,100.97796630859375,143.271240234375,424.9921569824219
7,4, with,29.436264038085938,17.490867614746094,22.767292022705078,25.672801971435547,42.822391510009766,27.249202728271484,36.48540115356445,41.47681427001953,40.07377243041992,40.97309875488281,43.24138259887695,40.984275817871094,35.4451789855957,37.64792251586914,37.02590560913086,39.85164260864258,34.916770935058594,39.651519775390625,50.38791275024414,56.65828323364258,64.0107421875,93.29692840576172,80.83557891845703,89.90189361572266,105.61307525634766,100.8237533569336,147.0139617919922,384.1278381347656
7,5, a,31.819538116455078,17.00304412841797,20.859821319580078,27.651304244995117,32.87003707885742,28.12779426574707,29.934968948364258,28.50250244140625,25.79523468017578,28.47439956665039,27.787731170654297,42.88235092163086,34.81391525268555,33.574642181396484,29.108739852905273,33.819725036621094,29.217008590698242,33.213897705078125,43.49228286743164,60.265647888183594,62.56687927246094,85.32386016845703,93.90565490722656,103.17375946044922,131.47544860839844,118.26165771484375,179.62791442871094,377.0025329589844
7,6, single,29.05747413635254,17.296932220458984,19.576589584350586,20.18010902404785,35.58657455444336,29.99101448059082,31.049415588378906,31.803794860839844,27.729944229125977,32.126380920410156,28.19952964782715,39.173805236816406,33.63951110839844,34.06059265136719,29.039491653442383,39.04431915283203,35.531681060791016,33.12845230102539,43.366397857666016,62.612342834472656,61.31378936767578,88.50423431396484,87.86841583251953,86.86540222167969,118.2677230834961,116.381103515625,199.7738800048828,399.6204528808594
7,7, token,31.444448471069336,16.883642196655273,20.184188842773438,25.53489112854004,43.769142150878906,27.51570701599121,31.80716323852539,36.36525344848633,41.41582107543945,40.02165603637695,36.10878372192383,39.927913665771484,35.64789581298828,40.375396728515625,36.575557708740234,35.386451721191406,34.203163146972656,36.60247039794922,41.2176399230957,61.23335266113281,59.52688217163086,79.78428649902344,73.03424835205078,87.91000366210938,120.93449401855469,114.87002563476562,159.68812561035156,351.64776611328125
7,8,".
",28.676767349243164,15.311361312866211,20.398977279663086,21.877792358398438,25.382598876953125,24.427885055541992,24.022661209106445,24.156099319458008,27.12501335144043,29.750667572021484,37.1361083984375,36.11826705932617,29.03536605834961,42.63507843017578,34.48065948486328,34.03487014770508,32.467857360839844,34.85573196411133,44.526668548583984,57.25009536743164,67.08898162841797,94.4615478515625,80.74244689941406,96.7627944946289,120.81771087646484,124.9566421508789,162.73391723632812,379.4992980957031
7,9,The,23.923696517944336,14.604933738708496,17.016633987426758,18.501848220825195,26.74603271484375,22.951465606689453,28.013410568237305,26.397157669067383,27.390844345092773,31.79133415222168,31.923748016357422,31.79520606994629,27.80575942993164,41.222267150878906,31.083589553833008,29.264345169067383,26.387449264526367,27.741008758544922,34.39370346069336,55.34306335449219,47.95695114135742,83.89005279541016,69.41756439208984,85.76949310302734,87.5624008178711,79.74688720703125,134.63632202148438,503.03228759765625
7,10, color,37.537017822265625,15.623603820800781,16.911611557006836,25.065113067626953,37.80802917480469,29.671045303344727,29.85700035095215,29.354164123535156,26.76643180847168,28.632688522338867,24.30185890197754,31.311357498168945,24.332416534423828,33.384952545166016,26.031600952148438,26.969026565551758,23.032712936401367,28.790916442871094,36.525856018066406,56.201969146728516,41.261810302734375,81.39201354980469,66.47135925292969,124.58556365966797,120.18138885498047,88.7829818725586,145.664794921875,474.80364990234375
7,11, of,25.662494659423828,15.102710723876953,18.815845489501953,29.869482040405273,35.97557067871094,28.572879791259766,35.525020599365234,36.94172668457031,36.67110061645508,35.01453399658203,35.892364501953125,35.22797393798828,29.757442474365234,37.82342529296875,29.62996482849121,28.557315826416016,25.553159713745117,28.68325424194336,44.15876007080078,50.80105209350586,53.53066635131836,87.45318603515625,68.77134704589844,94.96340942382812,109.98332214355469,96.86421966552734,146.48495483398438,496.630615234375
7,12, the,31.735713958740234,15.486251831054688,19.41562843322754,26.74852752685547,39.78778076171875,28.691553115844727,31.152997970581055,32.334774017333984,31.247398376464844,30.710506439208984,34.36648178100586,30.4151554107666,26.116395950317383,35.851566314697266,28.231918334960938,27.48229217529297,21.247608184814453,23.47294044494629,38.28254699707031,48.02153015136719,49.73486328125,76.20115661621094,76.20338439941406,114.12330627441406,95.04414367675781,100.74549102783203,149.79678344726562,504.0079345703125
7,13, ocean,39.40986633300781,17.923479080200195,41.91193389892578,25.407730102539062,46.78133010864258,32.07090759277344,30.24383544921875,30.123332977294922,25.8387393951416,27.02585220336914,27.727449417114258,28.244529724121094,25.76664924621582,35.10873794555664,30.896465301513672,30.580806732177734,26.300094604492188,29.151165008544922,35.3598747253418,49.67958068847656,42.998085021972656,67.6490249633789,68.18242645263672,79.782470703125,131.81118774414062,93.9251937866211,123.36415100097656,413.29638671875
7,14, is,30.428997039794922,14.942304611206055,20.444059371948242,26.3375301361084,38.22254180908203,28.457468032836914,29.00861167907715,28.964439392089844,32.619258880615234,38.399356842041016,32.02490234375,28.392436981201172,27.924604415893555,39.780250549316406,30.4132022857666,33.695377349853516,29.723447799682617,31.50440216064453,39.455467224121094,43.469879150390625,61.01329803466797,89.85140991210938,77.9654312133789,109.8974609375,120.71994018554688,128.27975463867188,168.947021484375,473.1367492675781
